material,condition,contamination,unit,quantity,broken_percentage,condition_score,contamination_score,has_cracks,structural_compromised,has_rust,has_rot,is_moist,has_hazardous_coating,is_separable,recommended_pathway
Brick,Damaged,None,units,2255.3,77.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Severely Damaged,Moderate,kg,4172.4,75.4,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Excellent,High,units,7426.0,86.6,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Damaged,Moderate,tonnes,7645.1,42.4,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Moderate,Moderate,kg,4878.6,48.4,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Moderate,Low,tonnes,3107.8,48.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Brick,Excellent,None,cubic metres,4870.2,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Excellent,None,cubic metres,302.3,7.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Moderate,Hazardous,cubic metres,3090.2,55.7,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Severely Damaged,High,kg,1429.8,67.6,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Damaged,Low,cubic metres,3689.7,58.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Excellent,None,units,7979.5,1.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Soil,Severely Damaged,Low,tonnes,5803.5,65.7,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Brick,Severely Damaged,Low,cubic metres,6698.8,60.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Severely Damaged,Low,tonnes,3272.4,41.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Concrete,Damaged,None,kg,2893.7,27.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Moderate,None,tonnes,3597.0,48.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Moderate,Low,kg,5905.2,67.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Mixed Construction Waste,Excellent,High,cubic metres,5272.0,59.8,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Moderate,Moderate,cubic metres,6010.4,55.7,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Moderate,Low,tonnes,4183.6,28.2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Moderate,Moderate,tonnes,1583.8,65.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Mixed Construction Waste,Severely Damaged,Low,tonnes,1996.7,64.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Damaged,Low,cubic metres,6788.7,34.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Good,None,cubic metres,7182.8,6.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Excellent,High,kg,5647.4,82.5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Severely Damaged,High,tonnes,7528.6,58.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Moderate,None,cubic metres,5069.3,30.8,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Good,None,tonnes,4028.8,19.2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Severely Damaged,High,units,6599.9,52.5,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Excellent,High,cubic metres,2259.5,11.1,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Plastic,Moderate,Low,kg,4973.3,68.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Gypsum,Moderate,Moderate,tonnes,6861.4,76.4,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Soil,Damaged,Low,tonnes,3792.8,28.8,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Steel,Damaged,Low,units,3395.9,19.2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Damaged,Moderate,tonnes,7219.8,51.7,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Steel,Good,None,tonnes,461.7,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Moderate,Low,cubic metres,5004.8,31.8,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Damaged,Low,units,3763.0,51.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Damaged,Low,kg,344.5,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Moderate,Low,units,2437.3,28.7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Steel,Damaged,Low,kg,2297.5,23.7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Damaged,Low,tonnes,1634.1,17.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Steel,Good,Low,cubic metres,6620.8,16.6,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Severely Damaged,None,units,7186.2,29.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Asphalt,Damaged,High,kg,7896.1,84.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Good,None,tonnes,4233.2,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Excellent,None,units,865.7,4.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Plastic,Moderate,Low,units,566.4,24.1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Good,None,cubic metres,2745.3,7.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Good,Hazardous,kg,1177.0,37.7,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Severely Damaged,Moderate,cubic metres,1806.7,64.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Gypsum,Severely Damaged,Moderate,kg,3070.7,72.2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Gypsum,Severely Damaged,Moderate,units,162.8,33.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Mixed Construction Waste,Moderate,Low,kg,5425.7,61.9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Good,None,tonnes,3936.7,32.7,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Good,None,tonnes,3987.9,7.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Excellent,None,tonnes,5995.4,4.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Moderate,Low,units,6733.4,72.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Good,High,tonnes,1301.4,4.4,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Excellent,None,units,6192.8,6.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Moderate,Moderate,kg,3996.4,25.9,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Glass,Severely Damaged,High,cubic metres,6743.8,18.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Moderate,Hazardous,tonnes,2020.1,89.8,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Severely Damaged,Moderate,kg,5166.8,41.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Wood,Good,Hazardous,tonnes,2390.7,9.8,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Severely Damaged,Hazardous,tonnes,528.6,53.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Plastic,Severely Damaged,Low,tonnes,6142.9,37.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Damaged,High,cubic metres,3999.8,6.4,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Moderate,Low,kg,2313.0,16.6,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Moderate,None,tonnes,4155.1,8.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Steel,Good,None,cubic metres,1012.0,7.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Damaged,High,cubic metres,7089.2,53.9,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Severely Damaged,High,cubic metres,2664.1,18.3,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Damaged,None,tonnes,3469.0,30.9,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,REPAIR
Gypsum,Severely Damaged,Moderate,tonnes,2889.7,60.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Glass,Moderate,None,tonnes,3564.4,64.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Good,None,units,5286.4,13.2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Plastic,Moderate,Moderate,kg,5594.2,69.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Concrete,Severely Damaged,Low,units,3788.0,33.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Good,Low,tonnes,5708.9,13.5,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Good,Low,tonnes,4901.9,7.1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Moderate,Hazardous,cubic metres,1014.1,42.1,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Plastic,Damaged,Hazardous,cubic metres,831.1,83.1,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Moderate,None,cubic metres,7917.7,76.8,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Severely Damaged,Moderate,cubic metres,553.1,34.9,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Steel,Moderate,None,kg,4002.3,30.1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Good,None,cubic metres,871.2,3.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Soil,Damaged,None,tonnes,6267.1,71.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Good,Hazardous,tonnes,7883.7,57.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Moderate,Low,kg,4626.2,52.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Concrete,Moderate,None,kg,4135.2,13.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Severely Damaged,Moderate,tonnes,3500.9,76.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Mixed Construction Waste,Damaged,Hazardous,cubic metres,7673.3,3.1,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Damaged,None,kg,3099.9,33.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Plastic,Severely Damaged,Moderate,tonnes,923.1,41.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Good,None,cubic metres,5525.0,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Moderate,None,tonnes,4051.9,8.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Wood,Moderate,Low,tonnes,1029.7,33.7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Damaged,Low,units,6582.4,51.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Good,None,cubic metres,4620.5,18.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Wood,Severely Damaged,Moderate,cubic metres,6067.5,70.2,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,RECOVER
Brick,Severely Damaged,Low,tonnes,6422.7,52.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Severely Damaged,Low,tonnes,3732.3,71.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Asphalt,Excellent,Hazardous,kg,7786.5,39.1,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Excellent,None,tonnes,3273.1,3.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Good,None,cubic metres,204.1,6.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Good,None,tonnes,2987.7,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Damaged,Moderate,tonnes,4516.6,65.3,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,RECOVER
Mixed Construction Waste,Excellent,Hazardous,tonnes,1196.4,55.9,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Damaged,Low,kg,5596.3,20.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Good,Low,units,4949.0,10.1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Moderate,Hazardous,kg,857.1,83.4,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Good,None,kg,6790.7,6.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Severely Damaged,High,kg,752.7,45.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Damaged,Hazardous,kg,1133.2,14.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Moderate,None,units,4953.7,18.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Excellent,None,units,4946.5,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Damaged,Low,kg,932.2,27.1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Moderate,Low,units,6989.2,38.6,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Glass,Moderate,Moderate,cubic metres,2316.0,57.7,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Excellent,Hazardous,kg,357.9,49.9,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Severely Damaged,Moderate,cubic metres,601.6,21.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Good,None,tonnes,104.3,2.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Good,None,tonnes,4829.1,19.2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Good,None,tonnes,5749.5,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Severely Damaged,Hazardous,tonnes,6610.1,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Moderate,Moderate,kg,6597.7,58.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Severely Damaged,Moderate,cubic metres,1493.0,48.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Damaged,Hazardous,kg,2772.0,11.7,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Good,None,tonnes,2792.5,6.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Plastic,Severely Damaged,Low,units,7207.8,72.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Good,None,units,150.6,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Good,None,tonnes,7606.4,6.7,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Severely Damaged,Low,tonnes,3863.3,69.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Soil,Moderate,None,tonnes,318.5,40.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Mixed Construction Waste,Damaged,Hazardous,tonnes,2567.4,30.6,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Moderate,Low,kg,367.2,32.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Steel,Good,None,kg,1633.5,16.5,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Plastic,Severely Damaged,Low,kg,2637.5,33.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Excellent,High,cubic metres,1692.3,29.5,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Severely Damaged,Moderate,cubic metres,1657.1,55.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Asphalt,Moderate,High,tonnes,4767.7,29.1,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Damaged,Low,units,6370.3,70.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Damaged,High,cubic metres,678.7,50.9,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Damaged,Low,units,4022.5,58.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Moderate,None,units,1549.1,28.9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Good,None,tonnes,1928.3,2.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Moderate,None,units,1537.9,14.8,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Good,High,tonnes,3670.0,34.2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Damaged,None,units,5528.7,29.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Damaged,Moderate,units,5324.1,43.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Wood,Damaged,Low,tonnes,1865.3,33.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Excellent,None,cubic metres,6317.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Damaged,Moderate,cubic metres,675.7,31.2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Concrete,Excellent,None,cubic metres,644.9,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Good,None,cubic metres,4876.3,5.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Good,None,cubic metres,7731.8,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Mixed Construction Waste,Damaged,Low,units,7092.1,22.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Plastic,Excellent,Hazardous,cubic metres,1633.5,36.6,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Excellent,None,kg,4249.9,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Good,None,cubic metres,1271.0,6.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Soil,Excellent,Hazardous,cubic metres,7211.6,33.2,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Excellent,None,kg,7310.2,4.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Excellent,None,kg,4511.9,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Good,None,cubic metres,7705.0,6.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Moderate,Low,units,4632.6,34.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Severely Damaged,Hazardous,cubic metres,2147.9,22.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Damaged,Low,kg,3501.5,39.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Concrete,Severely Damaged,Low,units,5439.5,25.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Wood,Good,None,cubic metres,1655.3,17.7,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Excellent,High,kg,4178.7,21.4,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Good,High,tonnes,4051.5,64.6,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Severely Damaged,Hazardous,units,4684.0,84.1,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Good,None,units,2972.0,5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Soil,Damaged,High,tonnes,6657.7,78.4,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Damaged,Moderate,cubic metres,3831.0,54.9,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Good,None,units,2537.7,7.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Gypsum,Severely Damaged,Low,cubic metres,6120.9,68.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Ceramic / Tiles,Moderate,Hazardous,kg,7742.7,45.2,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Plastic,Moderate,Moderate,tonnes,7978.9,30.6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Concrete,Good,Low,units,2921.2,9.9,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Excellent,High,tonnes,6109.5,43.2,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Excellent,None,cubic metres,549.3,1.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Moderate,None,kg,4182.6,25.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Good,High,kg,288.4,20.3,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Excellent,High,cubic metres,4397.0,63.2,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Damaged,None,cubic metres,3970.0,6.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Moderate,Low,cubic metres,7979.9,25.4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Moderate,None,kg,7741.7,10.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
